CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0031_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10031.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 3
CASTNO = 1
DATE = 20161124
TIME = 2137
LATITUDE = 22.7705
LONGITUDE = -110
DEPTH = 1256
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
      1161,2,    3.9102,2,   34.5532,2,      21.1,2,        30,     4.714,      -999,      -999
      1162,2,    3.9048,2,   34.5535,2,      21.2,2,        35,     4.714,      -999,      -999
      1163,2,    3.8961,2,   34.5537,2,      21.3,2,        42,     4.714,      -999,      -999
      1164,2,     3.891,2,    34.554,2,      21.4,2,        56,     4.714,      -999,      -999
      1165,2,    3.8873,2,   34.5542,2,      21.6,2,        39,     4.714,      -999,      -999
      1166,2,    3.8863,2,   34.5543,2,      21.7,2,        28,     4.714,      -999,      -999
      1167,2,    3.8823,2,   34.5544,2,      21.7,2,        27,     4.714,      -999,      -999
      1168,2,    3.8755,2,   34.5548,2,      21.7,2,        34,     4.714,      -999,      -999
      1169,2,    3.8716,2,   34.5548,2,      21.7,2,        46,     4.714,      -999,      -999
      1170,2,    3.8647,2,   34.5551,2,      21.9,2,        39,     4.714,      -999,      -999
      1171,2,    3.8615,2,   34.5554,2,        22,2,        32,     4.714,      -999,      -999
      1172,2,    3.8586,2,   34.5554,2,        22,2,        33,     4.714,      -999,      -999
      1173,2,    3.8548,2,   34.5556,2,        22,2,        44,     4.714,      -999,      -999
      1174,2,     3.854,2,   34.5558,2,      22.2,2,        42,     4.714,      -999,      -999
      1175,2,    3.8537,2,   34.5558,2,      22.4,2,        31,     4.714,      -999,      -999
      1176,2,    3.8515,2,    34.556,2,      22.4,2,        29,     4.714,      -999,      -999
      1177,2,    3.8503,2,    34.556,2,      22.4,2,        37,     4.714,      -999,      -999
      1178,2,    3.8489,2,   34.5559,2,      22.4,2,        44,     4.714,      -999,      -999
      1179,2,    3.8491,2,    34.556,2,      22.4,2,        38,     4.714,      -999,      -999
      1180,2,    3.8499,2,    34.556,2,      22.5,2,        35,     4.714,      -999,      -999
      1181,2,    3.8499,2,   34.5561,2,      22.6,2,        39,     4.714,      -999,      -999
      1182,2,    3.8496,2,    34.556,2,      22.5,2,        42,     4.714,      -999,      -999
      1183,2,    3.8488,2,    34.556,2,      22.5,2,        36,     4.714,      -999,      -999
      1184,2,    3.8484,2,   34.5561,2,      22.5,2,        28,     4.714,      -999,      -999
      1185,2,    3.8479,2,   34.5562,2,      22.5,2,        26,     4.714,      -999,      -999
      1186,2,    3.8479,2,   34.5561,2,      22.5,2,        35,     4.714,      -999,      -999
      1187,2,    3.8468,2,    34.556,2,      22.5,2,        43,     4.714,      -999,      -999
      1188,2,    3.8459,2,   34.5562,2,      22.5,2,        28,     4.714,      -999,      -999
      1189,2,    3.8429,2,   34.5563,2,      22.5,2,        25,     4.714,      -999,      -999
      1190,2,    3.8402,2,   34.5563,2,      22.6,2,        29,     4.714,      -999,      -999
      1191,2,    3.8354,2,   34.5565,2,      22.6,2,        51,     4.714,      -999,      -999
      1192,2,    3.8173,2,   34.5572,2,      22.7,2,        38,     4.714,      -999,      -999
      1193,2,    3.8063,2,   34.5578,2,      22.9,2,        29,     4.714,      -999,      -999
      1194,2,    3.8054,2,   34.5577,2,        23,2,        28,     4.714,      -999,      -999
      1195,2,    3.8028,2,   34.5578,2,      23.1,2,        45,     4.714,      -999,      -999
      1196,2,    3.8016,2,   34.5579,2,      23.4,2,        38,     4.714,      -999,      -999
      1197,2,     3.797,2,   34.5582,2,      23.4,2,        27,     4.714,      -999,      -999
      1198,2,    3.7921,2,   34.5583,2,      23.4,2,        26,     4.714,      -999,      -999
      1199,2,    3.7815,2,   34.5587,2,      23.5,2,        32,     4.714,      -999,      -999
      1200,2,    3.7728,2,   34.5591,2,      23.7,2,        38,     4.714,      -999,      -999
      1201,2,    3.7667,2,   34.5592,2,      23.8,2,        58,     4.714,      -999,      -999
      1202,2,    3.7565,2,   34.5598,2,        24,2,        32,     4.715,      -999,      -999
      1203,2,    3.7503,2,   34.5602,2,      24.1,2,        28,     4.714,      -999,      -999
      1204,2,    3.7466,2,   34.5602,2,      24.2,2,        39,     4.715,      -999,      -999
      1205,2,    3.7413,2,   34.5605,2,      24.4,2,        59,     4.714,      -999,      -999
      1206,2,    3.7369,2,   34.5606,2,      24.6,2,        43,     4.714,      -999,      -999
      1207,2,    3.7299,2,   34.5609,2,      24.7,2,        45,     4.715,      -999,      -999
      1208,2,    3.7216,2,   34.5616,2,      24.9,2,        47,     4.715,      -999,      -999
      1209,2,    3.7177,2,   34.5615,2,      24.8,2,        45,     4.715,      -999,      -999
      1210,2,     3.718,2,   34.5617,2,      24.9,2,        57,     4.714,      -999,      -999
      1211,2,    3.7175,2,   34.5618,2,      25.2,2,        40,     4.715,      -999,      -999
      1212,2,    3.7098,2,    34.562,2,        25,2,        37,     4.714,      -999,      -999
      1213,2,    3.7135,2,   34.5618,2,      25.1,2,        53,     4.715,      -999,      -999
      1214,2,     3.716,2,    34.562,2,      25.2,2,        33,     4.715,      -999,      -999
      1215,2,    3.7105,2,   34.5619,2,      25.2,2,        38,     4.715,      -999,      -999
      1216,2,    3.7134,2,   34.5618,2,      25.3,2,        44,     4.715,      -999,      -999
      1217,2,     3.705,2,   34.5623,2,      25.3,2,        45,     4.715,      -999,      -999
      1218,2,    3.6894,2,   34.5628,2,      25.3,2,        53,     4.715,      -999,      -999
      1219,2,    3.6828,2,   34.5631,2,      25.5,2,        68,     4.715,      -999,      -999
      1220,2,    3.6726,2,   34.5634,2,      25.8,2,        53,     4.715,      -999,      -999
      1221,2,    3.6673,2,   34.5637,2,        26,2,        70,     4.715,      -999,      -999
      1222,2,    3.6647,2,   34.5638,2,      26.3,2,        57,     4.716,      -999,      -999
      1223,2,    3.6567,2,    34.564,2,      26.3,2,        50,     4.716,      -999,      -999
      1224,2,     3.655,2,   34.5641,2,      26.3,2,        51,     4.716,      -999,      -999
      1225,2,     3.655,2,   34.5644,2,      26.5,2,        40,     4.716,      -999,      -999
      1226,2,    3.6542,2,   34.5644,2,      26.5,2,        45,     4.716,      -999,      -999
      1227,2,    3.6498,2,   34.5647,2,      26.6,2,        39,     4.716,      -999,      -999
      1228,2,    3.6466,2,   34.5649,2,      26.6,2,        44,     4.715,      -999,      -999
      1229,2,    3.6473,2,   34.5648,2,      26.7,2,        57,     4.715,      -999,      -999
      1230,2,    3.6392,2,   34.5651,2,      26.7,2,        53,     4.715,      -999,      -999
      1231,2,    3.6417,2,    34.565,2,      26.8,2,        36,     4.715,      -999,      -999
      1232,2,    3.6351,2,   34.5653,2,      26.8,2,        36,     4.715,      -999,      -999
      1233,2,    3.6316,2,   34.5656,2,      26.9,2,        46,     4.715,      -999,      -999
      1234,2,    3.6271,2,   34.5657,2,      27.1,2,        30,     4.715,      -999,      -999
      1235,2,    3.6172,2,    34.566,2,      27.1,2,        69,     4.716,      -999,      -999
      1236,2,    3.6165,2,   34.5661,2,      27.3,2,        59,     4.716,      -999,      -999
      1237,2,    3.6148,2,   34.5663,2,      27.4,2,        38,     4.715,      -999,      -999
      1238,2,    3.6149,2,   34.5663,2,      27.4,2,        32,     4.715,      -999,      -999
      1239,2,    3.6172,2,   34.5662,2,      27.5,2,        50,     4.716,      -999,      -999
      1240,2,    3.6145,2,   34.5664,2,      27.5,2,        43,     4.716,      -999,      -999
      1241,2,    3.6126,2,   34.5663,2,      27.5,2,        58,     4.716,      -999,      -999
      1242,2,    3.6125,2,   34.5664,2,      27.5,2,        49,     4.716,      -999,      -999
      1243,2,    3.6124,2,   34.5663,2,      27.5,2,        42,     4.716,      -999,      -999
      1244,2,    3.6103,2,   34.5664,2,      27.5,2,        51,     4.715,      -999,      -999
      1245,2,    3.6096,2,   34.5664,2,      27.6,2,        48,     4.715,      -999,      -999
      1246,2,    3.6048,2,   34.5666,2,      27.7,2,        59,     4.716,      -999,      -999
      1247,2,    3.5908,2,   34.5672,2,      27.8,2,        22,     4.716,      -999,      -999
      1248,2,     3.585,2,   34.5674,2,        28,2,        35,     4.715,      -999,      -999
      1249,2,    3.5786,2,   34.5677,2,      28.1,2,        62,     4.715,      -999,      -999
      1250,2,    3.5815,2,   34.5679,2,      28.4,2,        35,     4.715,      -999,      -999
      1251,2,    3.5575,2,   34.5686,2,      28.4,2,        51,     4.716,      -999,      -999
      1252,2,    3.5645,2,   34.5684,2,      28.7,2,        50,     4.716,      -999,      -999
      1253,2,    3.5487,2,   34.5693,2,      28.8,2,        52,     4.716,      -999,      -999
      1254,2,    3.5546,2,    34.569,2,      28.9,2,        41,     4.717,      -999,      -999
      1255,2,    3.5426,2,   34.5694,2,      28.9,2,        38,     4.717,      -999,      -999
      1256,2,    3.5447,2,   34.5693,2,        29,2,        66,     4.716,      -999,      -999
      1257,2,    3.5446,2,    34.569,2,      29.1,2,        36,     4.715,      -999,      -999
END_DATA
